disability,limitation,accommodation
Alcoholism,Attentiveness/Concentration,Verbal Cues
Alcoholism,Attentiveness/Concentration,Visual Schedulers
Alcoholism,Attentiveness/Concentration,Worksite Redesign / Modified Workspace
Alcoholism,Attentiveness/Concentration,Written Instructions
Alcoholism,Decreased Stamina/Fatigue,Accessories for Scooters
Alcoholism,Decreased Stamina/Fatigue,Aide/Assistant/Attendant
Alcoholism,Decreased Stamina/Fatigue,All-Terrain Scooters
Alcoholism,Decreased Stamina/Fatigue,Anti-fatigue Matting
Alcoholism,Decreased Stamina/Fatigue,Elevating Wheelchairs
Alcoholism,Decreased Stamina/Fatigue,Ergonomic and Pneumatic Tools
Alcoholism,Decreased Stamina/Fatigue,Ergonomic Assessments
Alcoholism,Decreased Stamina/Fatigue,Ergonomic Equipment
Alcoholism,Decreased Stamina/Fatigue,Examination and Procedures Chair
Alcoholism,Decreased Stamina/Fatigue,Flexible Schedule
Alcoholism,Decreased Stamina/Fatigue,Head Support for Wheelchairs
Alcoholism,Decreased Stamina/Fatigue,Job Restructuring
Alcoholism,Decreased Stamina/Fatigue,Low Task Chair
Alcoholism,Decreased Stamina/Fatigue,Mechanic's Seats and Creepers
Alcoholism,Decreased Stamina/Fatigue,Multi-Purpose Carts
Alcoholism,Decreased Stamina/Fatigue,Periodic Rest Breaks
Alcoholism,Decreased Stamina/Fatigue,Scooters
Alcoholism,Decreased Stamina/Fatigue,Stand-lean Stools
Alcoholism,Decreased Stamina/Fatigue,Stools for Cutting Hair
Alcoholism,Decreased Stamina/Fatigue,"Telework, Work from Home, Working Remotely"
Alcoholism,Decreased Stamina/Fatigue,Walkers
Alcoholism,Decreased Stamina/Fatigue,Wearable Anti-fatigue Matting
Alcoholism,Decreased Stamina/Fatigue,Wheelchair Accessible Scales
Alcoholism,Decreased Stamina/Fatigue,Wheelchair Mounts
Alcoholism,Decreased Stamina/Fatigue,Wheelchairs
Alcoholism,Decreased Stamina/Fatigue,Worksite Redesign / Modified Workspace
Alcoholism,Effect of/Receive Medical Treatment,Augmentative and Alternative Communication (AAC) Device
Alcoholism,Effect of/Receive Medical Treatment,Flexible Schedule
Alcoholism,Effect of/Receive Medical Treatment,Outgoing Voice Amplification - Telephone
Alcoholism,Effect of/Receive Medical Treatment,Personal On-Site Paging Devices
Alcoholism,Effect of/Receive Medical Treatment,Protective Eyewear
Alcoholism,Effect of/Receive Medical Treatment,"Telework, Work from Home, Working Remotely"
Alcoholism,Effect of/Receive Medical Treatment,Voice Amplification
Alcoholism,Executive Functioning Deficits,Employees with Executive Functioning Deficits
Alcoholism,Executive Functioning Deficits,Apps for Concentration
Alcoholism,Executive Functioning Deficits,"Cubicle Doors, Shields, and Shades"
Alcoholism,Executive Functioning Deficits,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Alcoholism,Executive Functioning Deficits,Form Generating Software
Alcoholism,Executive Functioning Deficits,Noise Canceling Earbuds
Alcoholism,Executive Functioning Deficits,Noise Canceling Headsets
Alcoholism,Executive Functioning Deficits,"Recorded Directives, Messages, Materials"
Alcoholism,Executive Functioning Deficits,Sound Absorption and Sound Proof Panels
Alcoholism,Executive Functioning Deficits,Speech Recognition Software
Alcoholism,Executive Functioning Deficits,Timers and Watches
Alcoholism,Executive Functioning Deficits,Calendars and Planners
Alcoholism,Executive Functioning Deficits,Job Coaches
Alcoholism,Executive Functioning Deficits,Checklists
Alcoholism,Executive Functioning Deficits,Color Coded System
Alcoholism,Executive Functioning Deficits,Job Restructuring
Alcoholism,Executive Functioning Deficits,Marginal Functions
Alcoholism,Executive Functioning Deficits,Modified Break Schedule
Alcoholism,Executive Functioning Deficits,Written Instructions
Alcoholism,Organizing/Planning/Prioritizing,Applications (apps)
Alcoholism,Organizing/Planning/Prioritizing,Apps for Organization/ Time Management
Alcoholism,Organizing/Planning/Prioritizing,Calendars and Planners
Alcoholism,Organizing/Planning/Prioritizing,"Color-coded Manuals, Outlines, and Maps"
Alcoholism,Organizing/Planning/Prioritizing,Electronic Organizers
Alcoholism,Organizing/Planning/Prioritizing,Ergonomic Equipment
Alcoholism,Organizing/Planning/Prioritizing,Job Coaches
Alcoholism,Organizing/Planning/Prioritizing,Job Restructuring
Alcoholism,Organizing/Planning/Prioritizing,On-site Mentoring
Alcoholism,Organizing/Planning/Prioritizing,Organization Software
Alcoholism,Organizing/Planning/Prioritizing,Personal On-Site Paging Devices
Alcoholism,Organizing/Planning/Prioritizing,Professional Organizers
Alcoholism,Organizing/Planning/Prioritizing,Reminders
Alcoholism,Organizing/Planning/Prioritizing,Supervisory Methods
Alcoholism,Organizing/Planning/Prioritizing,Task Identification
Alcoholism,Organizing/Planning/Prioritizing,Task Separation
Alcoholism,Organizing/Planning/Prioritizing,Timers and Watches
Alcoholism,Organizing/Planning/Prioritizing,Visual Schedulers
Alcoholism,Organizing/Planning/Prioritizing,Written Instructions
Alcoholism,Stress Intolerance,Apps for Anxiety and Stress
Alcoholism,Stress Intolerance,Behavior Modification Techniques
Alcoholism,Stress Intolerance,Counseling/Therapy
Alcoholism,Stress Intolerance,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Alcoholism,Stress Intolerance,Flexible Schedule
Alcoholism,Stress Intolerance,Job Restructuring
Alcoholism,Stress Intolerance,Marginal Functions
Alcoholism,Stress Intolerance,Modified Break Schedule
Alcoholism,Stress Intolerance,Supervisory Methods
Alcoholism,Stress Intolerance,Support Animal
Alcoholism,Stress Intolerance,Support Person
Alcoholism,Policies,Additional Training Time / Training Refreshers
Alcoholism,Policies,Aide/Assistant/Attendant
Alcoholism,Policies,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Alcoholism,Policies,Flexible Schedule
Alcoholism,Policies,Marginal Functions
Alcoholism,Policies,Modified Break Schedule
Alcoholism,Policies,Periodic Rest Breaks
Alcoholism,Policies,Physical/Social Distancing Signage
Alcoholism,Policies,Policy Modification
Alcoholism,Policies,Reassignment
Alcoholism,Policies,Service Animal
Alcoholism,Policies,Sleep Alerting Devices
Alcoholism,Policies,Strobe Lights
Alcoholism,Policies,Supervisory Methods
Alcoholism,Policies,Support Animal
Alcoholism,Policies,"Telework, Work from Home, Working Remotely"
Alcoholism,Policies,Touchless Faucets
Alcoholism,Stress,Apps for Anxiety and Stress
Alcoholism,Stress,Behavior Modification Techniques
Alcoholism,Stress,Counseling/Therapy
Alcoholism,Stress,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Alcoholism,Stress,Flexible Schedule
Alcoholism,Stress,Job Coaches
Alcoholism,Stress,Job Restructuring
Alcoholism,Stress,Marginal Functions
Alcoholism,Stress,Modified Break Schedule
Alcoholism,Stress,Monitor Mirrors
Alcoholism,Stress,Odor Control
Alcoholism,Stress,On-site Mentoring
Alcoholism,Stress,Service Animal
Alcoholism,Stress,Simulated Skylights and Windows
Alcoholism,Stress,Strobe Lights
Alcoholism,Stress,Supervisory Methods
Alcoholism,Stress,Support Animal
Alcoholism,Stress,Support Person
Alcoholism,Stress,"Telework, Work from Home, Working Remotely"
Alcoholism,Stress,Uninterrupted Work Time
Alcoholism,Use Cognitive Function,Additional Training Time / Training Refreshers
Alcoholism,Use Cognitive Function,Aide/Assistant/Attendant
Alcoholism,Use Cognitive Function,Color Coded System
Alcoholism,Use Cognitive Function,Counting/Measuring Aids
Alcoholism,Use Cognitive Function,Electronic Dictionaries
Alcoholism,Use Cognitive Function,Electronic Organizers
Alcoholism,Use Cognitive Function,Extra Time
Alcoholism,Use Cognitive Function,"Fractional, Decimal, Statistical, or Scientific Calculators"
Alcoholism,Use Cognitive Function,Job Coaches
Alcoholism,Use Cognitive Function,Line Guides
Alcoholism,Use Cognitive Function,Marginal Functions
Alcoholism,Use Cognitive Function,Modified Break Schedule
Alcoholism,Use Cognitive Function,On-site Mentoring
Alcoholism,Use Cognitive Function,Personal On-Site Paging Devices
Alcoholism,Use Cognitive Function,Professional Organizers
Alcoholism,Use Cognitive Function,Reassignment
Alcoholism,Use Cognitive Function,Reminders
Alcoholism,Use Cognitive Function,Service Animal
Alcoholism,Use Cognitive Function,Social Skill Builders
Alcoholism,Use Cognitive Function,Support Person
Alcoholism,Use Cognitive Function,Training Modifications
Alcoholism,Use Cognitive Function,Uninterrupted Work Time
Allergies,Coughing Excessively,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Allergies,Coughing Excessively,Noise Abatement
Allergies,Coughing Excessively,Policy Modification
Allergies,Coughing Excessively,"Telework, Work from Home, Working Remotely"
Allergies,Coughing Excessively,Worksite Redesign / Modified Workspace
Allergies,Dietary Needs,Flexible Schedule
Allergies,Dietary Needs,Mini Refrigerators/ Electric Coolers
Allergies,Dietary Needs,Policy Modification
Allergies,Headache,Air Cleaners & Purifiers
Allergies,Headache,Alternative Lighting
Allergies,Headache,Anti-Glare Filters for Fluorescent Lights
Allergies,Headache,"Cubicle Doors, Shields, and Shades"
Allergies,Headache,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Allergies,Headache,Flexible Schedule
Allergies,Headache,Full Spectrum or Natural Lighting Products
Allergies,Headache,Job Restructuring
Allergies,Headache,Lighting Gel Filters
Allergies,Headache,Marginal Functions
Allergies,Headache,Modified Break Schedule
Allergies,Headache,Non-Fluorescent Lighting
Allergies,Headache,Task Lighting
Allergies,Headache,"Telework, Work from Home, Working Remotely"
Allergies,Nausea,Flexible Schedule
Allergies,Nausea,Mini Refrigerators/ Electric Coolers
Allergies,Nausea,Odor Control
Allergies,Nausea,"Telework, Work from Home, Working Remotely"
Allergies,Respiratory Distress/Breathing Problem,Air Cleaners & Purifiers
Allergies,Respiratory Distress/Breathing Problem,Air Cleaners - Chemical/Odor Removal
Allergies,Respiratory Distress/Breathing Problem,Air Cleaning Systems
Allergies,Respiratory Distress/Breathing Problem,Air Purifiers for Multiple Chemical Sensitivity
Allergies,Respiratory Distress/Breathing Problem,Alternative Cleaning Supplies
Allergies,Respiratory Distress/Breathing Problem,Augmentative and Alternative Communication (AAC) Device
Allergies,Respiratory Distress/Breathing Problem,"Carpet Alternatives, Sealants, and Sustainable Flooring"
Allergies,Respiratory Distress/Breathing Problem,Escape Hoods
Allergies,Respiratory Distress/Breathing Problem,Flexible Schedule
Allergies,Respiratory Distress/Breathing Problem,Floor Cleaning/Stripping Products - Chemical Sensitivity
Allergies,Respiratory Distress/Breathing Problem,Low/No Odor Paints and Stains
Allergies,Respiratory Distress/Breathing Problem,Mask Brackets and Frames
Allergies,Respiratory Distress/Breathing Problem,Masks - Respirator
Allergies,Respiratory Distress/Breathing Problem,Masks – General/Chemical/Allergen
Allergies,Respiratory Distress/Breathing Problem,Odor Control
Allergies,Respiratory Distress/Breathing Problem,Outgoing Voice Amplification - Telephone
Allergies,Respiratory Distress/Breathing Problem,Personal Air Cleaner (Neckworn)
Allergies,Respiratory Distress/Breathing Problem,Personal On-Site Paging Devices
Allergies,Respiratory Distress/Breathing Problem,Powered Air Purifying Respirator (PAPR)
Allergies,Respiratory Distress/Breathing Problem,"Telework, Work from Home, Working Remotely"
Allergies,Respiratory Distress/Breathing Problem,Voice Amplification
Allergies,Skin Rash/Blisters/Sores,Alternative Cleaning Supplies
Allergies,Skin Rash/Blisters/Sores,Augmentative and Alternative Communication (AAC) Device
Allergies,Skin Rash/Blisters/Sores,Disability Awareness/Etiquette Training
Allergies,Skin Rash/Blisters/Sores,Job Restructuring
Allergies,Skin Rash/Blisters/Sores,Odor Control
Allergies,Skin Rash/Blisters/Sores,Outgoing Voice Amplification - Telephone
Allergies,Skin Rash/Blisters/Sores,Policy Modification
Allergies,Skin Rash/Blisters/Sores,Touchless Faucets
Allergies,Skin Rash/Blisters/Sores,Voice Amplification
Allergies,Air Quality/Irritants,Air Cleaners & Purifiers
Allergies,Air Quality/Irritants,Air Cleaners - Chemical/Odor Removal
Allergies,Air Quality/Irritants,Air Cleaning Systems
Allergies,Air Quality/Irritants,Air Purifiers - No Ozone
Allergies,Air Quality/Irritants,Air Purifiers for Multiple Chemical Sensitivity
Allergies,Air Quality/Irritants,Alternative Cleaning Supplies
Allergies,Air Quality/Irritants,"Carpet Alternatives, Sealants, and Sustainable Flooring"
Allergies,Air Quality/Irritants,Escape Hoods
Allergies,Air Quality/Irritants,Flexible Schedule
Allergies,Air Quality/Irritants,Floor Cleaning/Stripping Products - Chemical Sensitivity
Allergies,Air Quality/Irritants,Low/No Odor Paints and Stains
Allergies,Air Quality/Irritants,Mask Brackets and Frames
Allergies,Air Quality/Irritants,Masks - Respirator
Allergies,Air Quality/Irritants,Masks – General/Chemical/Allergen
Allergies,Air Quality/Irritants,Odor Control
Allergies,Air Quality/Irritants,Personal Air Cleaner (Neckworn)
Allergies,Air Quality/Irritants,Powered Air Purifying Respirator (PAPR)
Allergies,Air Quality/Irritants,"Telework, Work from Home, Working Remotely"
Allergies,Policies,Additional Training Time / Training Refreshers
Allergies,Policies,Aide/Assistant/Attendant
Allergies,Policies,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Allergies,Policies,Flexible Schedule
Allergies,Policies,Marginal Functions
Allergies,Policies,Modified Break Schedule
Allergies,Policies,Periodic Rest Breaks
Allergies,Policies,Physical/Social Distancing Signage
Allergies,Policies,Policy Modification
Allergies,Policies,Reassignment
Allergies,Policies,Service Animal
Allergies,Policies,Sleep Alerting Devices
Allergies,Policies,Strobe Lights
Allergies,Policies,Supervisory Methods
Allergies,Policies,Support Animal
Allergies,Policies,"Telework, Work from Home, Working Remotely"
Allergies,Policies,Touchless Faucets
Alzheimer's Disease,Executive Functioning Deficits,Apps for Concentration
Alzheimer's Disease,Executive Functioning Deficits,Apps for Memory
Alzheimer's Disease,Executive Functioning Deficits,Calendars and Planners
Alzheimer's Disease,Executive Functioning Deficits,Checklists
Alzheimer's Disease,Executive Functioning Deficits,Color Coded System
Alzheimer's Disease,Executive Functioning Deficits,"Cubicle Doors, Shields, and Shades"
Alzheimer's Disease,Executive Functioning Deficits,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Alzheimer's Disease,Executive Functioning Deficits,Extra Time
Alzheimer's Disease,Executive Functioning Deficits,Flexible Schedule
Alzheimer's Disease,Executive Functioning Deficits,Form Generating Software
Alzheimer's Disease,Executive Functioning Deficits,Full Spectrum or Natural Lighting Products
Alzheimer's Disease,Executive Functioning Deficits,Job Coaches
Alzheimer's Disease,Executive Functioning Deficits,Job Restructuring
Alzheimer's Disease,Executive Functioning Deficits,Marginal Functions
Alzheimer's Disease,Executive Functioning Deficits,Modified Break Schedule
Alzheimer's Disease,Executive Functioning Deficits,Noise Canceling Earbuds
Alzheimer's Disease,Executive Functioning Deficits,Noise Canceling Headsets
Alzheimer's Disease,Executive Functioning Deficits,On-site Mentoring
Alzheimer's Disease,Executive Functioning Deficits,"Recorded Directives, Messages, Materials"
Alzheimer's Disease,Executive Functioning Deficits,Reminders
Alzheimer's Disease,Executive Functioning Deficits,Sound Absorption and Sound Proof Panels
Alzheimer's Disease,Executive Functioning Deficits,Speech Recognition Software
Alzheimer's Disease,Executive Functioning Deficits,Sun Boxes and Lights
Alzheimer's Disease,Executive Functioning Deficits,Sun Simulating Desk Lamps
Alzheimer's Disease,Executive Functioning Deficits,Timers and Watches
Alzheimer's Disease,Executive Functioning Deficits,Written Instructions
Alzheimer's Disease,Managing Time,Applications (apps)
Alzheimer's Disease,Managing Time,Apps for Organization/ Time Management
Alzheimer's Disease,Managing Time,Calendars and Planners
Alzheimer's Disease,Managing Time,Checklists
Alzheimer's Disease,Managing Time,Color Coded System
Alzheimer's Disease,Managing Time,Electronic Organizers
